사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Sep,2호선,42,구로디지털단지,263 ,2 ,37073 ,6175 ,47868 ,22027 ,119614 ,73382 ,155247 ,215653 ,95667 ,125317 ,51831 ,47117 ,44927 ,37742 ,48991 ,38030 ,50702 ,43167 ,47466 ,44561 ,50938 ,53776 ,61323 ,60625 ,106301 ,90173 ,186860 ,140888 ,92761 ,112027 ,52798 ,67886 ,43779 ,71124 ,28904 ,51972 ,10008 ,29719 ,1 ,40 ,0 ,2 ,0 ,0 ,0 ,0 
20-Sep,2호선,43,대림(구로구청),632 ,21 ,32611 ,3545 ,26898 ,10235 ,58107 ,20567 ,79875 ,52936 ,51818 ,32868 ,29075 ,25506 ,24960 ,26162 ,26668 ,25547 ,27120 ,25262 ,25656 ,27477 ,26876 ,34395 ,29489 ,37695 ,36965 ,53961 ,49616 ,65050 ,25534 ,46452 ,17027 ,32038 ,13252 ,44013 ,8654 ,30606 ,3807 ,14086 ,2 ,334 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,2호선,44,신도림,3576 ,12 ,33392 ,4720 ,42893 ,15536 ,111288 ,36720 ,111551 ,100072 ,70280 ,58325 ,44280 ,48771 ,42418 ,42940 ,47633 ,44985 ,50154 ,47283 ,49633 ,49507 ,52970 ,55309 ,58226 ,62053 ,77774 ,83751 ,110715 ,134891 ,64342 ,101427 ,50568 ,59448 ,47748 ,55018 ,27433 ,42839 ,10996 ,28957 ,19 ,7775 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,2호선,45,문래,16 ,0 ,3009 ,1678 ,10892 ,9143 ,35474 ,29071 ,36411 ,106655 ,20827 ,49392 ,14374 ,17136 ,13954 ,14763 ,15536 ,15740 ,16627 ,16507 ,17735 ,17297 ,19903 ,17341 ,24776 ,18700 ,43811 ,25775 ,88750 ,43227 ,30745 ,31491 ,20331 ,16345 ,19342 ,14556 ,12610 ,11261 ,4638 ,6168 ,0 ,145 ,0 ,0 ,1 ,1 ,0 ,0 
20-Sep,2호선,46,영등포구청,48 ,2 ,5000 ,2673 ,10957 ,11368 ,33992 ,31881 ,38167 ,109447 ,23561 ,48864 ,17644 ,22702 ,18388 ,18300 ,19597 ,19210 ,20190 ,21016 ,22214 ,19849 ,24691 ,20564 ,30057 ,21587 ,45606 ,28005 ,91905 ,43686 ,33493 ,30652 ,22236 ,16793 ,20332 ,15962 ,12510 ,12099 ,4333 ,7853 ,2 ,193 ,0 ,0 ,0 ,1 ,0 ,0 
20-Sep,2호선,47,당산,99 ,6 ,6021 ,3073 ,14391 ,11892 ,38497 ,26004 ,45528 ,69749 ,26691 ,32470 ,17076 ,16300 ,15687 ,14353 ,16777 ,15775 ,17468 ,17668 ,17056 ,17580 ,18078 ,19787 ,21117 ,23967 ,33237 ,36260 ,55158 ,60471 ,25834 ,41188 ,18021 ,25662 ,17979 ,23783 ,12512 ,17216 ,5018 ,11328 ,3 ,175 ,1 ,2 ,0 ,0 ,0 ,0 
20-Sep,2호선,48,합정,47 ,2 ,6547 ,2947 ,14878 ,13552 ,36989 ,29433 ,45896 ,80558 ,29771 ,60862 ,19964 ,33081 ,20170 ,29642 ,23242 ,32900 ,26390 ,35682 ,27990 ,36207 ,30679 ,35387 ,36964 ,38850 ,52985 ,53630 ,89282 ,78432 ,57961 ,55185 ,44727 ,28655 ,47428 ,24335 ,35698 ,17859 ,14491 ,12207 ,4 ,389 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,2호선,49,홍대입구,462 ,5 ,12454 ,3511 ,19130 ,13288 ,50156 ,27436 ,60030 ,80229 ,39289 ,85427 ,27787 ,52760 ,30761 ,52602 ,37688 ,64507 ,43624 ,74152 ,46739 ,74031 ,54655 ,76515 ,67855 ,79795 ,90430 ,95012 ,116984 ,130160 ,88729 ,91671 ,84044 ,47742 ,94386 ,37372 ,76432 ,27354 ,29005 ,19921 ,189 ,3055 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,2호선,50,신촌,50 ,1 ,4965 ,2571 ,10655 ,12927 ,26382 ,27030 ,36314 ,62135 ,26090 ,68524 ,24527 ,40849 ,27318 ,36318 ,32432 ,39192 ,33503 ,45136 ,37292 ,41515 ,42137 ,39225 ,49607 ,39242 ,64909 ,51964 ,68639 ,74629 ,48515 ,50965 ,50056 ,26663 ,45013 ,22710 ,39260 ,16291 ,14322 ,11356 ,2 ,21 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,2호선,51,이대,49 ,1 ,2352 ,1652 ,5738 ,10976 ,15799 ,9543 ,19303 ,26449 ,12101 ,21138 ,9490 ,16000 ,9730 ,13608 ,12214 ,14259 ,13747 ,16124 ,13733 ,15021 ,16079 ,14379 ,21128 ,14538 ,28984 ,17470 ,26565 ,24918 ,16512 ,18526 ,13228 ,10720 ,12301 ,10647 ,9574 ,8109 ,2961 ,5951 ,1 ,9 ,1 ,2 ,0 ,0 ,0 ,0 
20-Sep,2호선,52,아현,28 ,3 ,4469 ,1218 ,9000 ,6497 ,23061 ,9617 ,28946 ,20098 ,16652 ,9944 ,11839 ,7797 ,10852 ,7913 ,11244 ,8686 ,11766 ,9813 ,12116 ,10117 ,14734 ,11320 ,15661 ,12998 ,15936 ,17611 ,16393 ,25939 ,9793 ,20806 ,6639 ,12327 ,5154 ,11762 ,3189 ,8762 ,1278 ,5478 ,1 ,4 ,5 ,5 ,0 ,0 ,0 ,0 
20-Sep,2호선,53,충정로(경기대입구),23 ,2 ,3076 ,873 ,5477 ,5121 ,13067 ,18225 ,17725 ,52877 ,11333 ,23916 ,8645 ,10679 ,9311 ,8012 ,8741 ,7470 ,9594 ,8854 ,10020 ,8179 ,11325 ,8692 ,12719 ,9732 ,21185 ,12249 ,42478 ,17369 ,14210 ,12746 ,8319 ,7806 ,7303 ,7820 ,4507 ,5992 ,1402 ,3504 ,0 ,89 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,2호선,54,용답,14 ,0 ,2202 ,201 ,2916 ,743 ,6361 ,1570 ,10747 ,2560 ,4952 ,1691 ,3294 ,1604 ,2769 ,1944 ,3039 ,2212 ,3207 ,2427 ,3004 ,2862 ,3056 ,3432 ,3273 ,4427 ,3484 ,5135 ,3355 ,9166 ,1910 ,5894 ,1243 ,3675 ,1003 ,4265 ,788 ,3045 ,311 ,1949 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,2호선,55,신답,0 ,0 ,843 ,137 ,1590 ,519 ,5142 ,832 ,7972 ,1455 ,3182 ,1058 ,1653 ,855 ,1383 ,931 ,1537 ,1035 ,1485 ,1208 ,1323 ,1376 ,1256 ,2024 ,1329 ,2526 ,1565 ,3592 ,1791 ,7929 ,814 ,5730 ,492 ,2503 ,440 ,2619 ,392 ,1682 ,95 ,1057 ,0 ,11 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,2호선,56,신설동,20 ,2 ,1066 ,461 ,1103 ,1756 ,2621 ,4418 ,4743 ,11294 ,3462 ,7098 ,3288 ,5085 ,3883 ,5037 ,4643 ,5105 ,4958 ,5384 ,5972 ,5010 ,6582 ,4602 ,6974 ,3726 ,9353 ,4058 ,9548 ,4487 ,4009 ,3111 ,2176 ,2081 ,1806 ,1648 ,1192 ,1226 ,372 ,837 ,0 ,250 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,2호선,57,도림천,21 ,0 ,306 ,274 ,914 ,707 ,2547 ,3525 ,2325 ,5287 ,1552 ,1832 ,1412 ,1191 ,1206 ,1039 ,1856 ,1425 ,1346 ,1051 ,1806 ,1424 ,2004 ,1254 ,2262 ,1562 ,2628 ,1805 ,3328 ,2403 ,1738 ,2134 ,747 ,1170 ,775 ,1032 ,337 ,712 ,137 ,472 ,0 ,31 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,2호선,58,양천구청,18 ,1 ,4059 ,925 ,9501 ,1751 ,26475 ,4367 ,22841 ,7874 ,12072 ,4176 ,7561 ,3813 ,6599 ,4382 ,6910 ,5458 ,6983 ,5353 ,5900 ,5741 ,5699 ,7341 ,7089 ,8873 ,7004 ,13870 ,7364 ,24625 ,3085 ,21265 ,2226 ,11354 ,2144 ,9942 ,1774 ,7058 ,470 ,4781 ,7 ,516 ,0 ,1 ,0 ,0 ,0 ,0 
20-Sep,2호선,59,신정네거리,95 ,0 ,7329 ,1467 ,12503 ,5903 ,37774 ,4650 ,34384 ,10765 ,18068 ,7027 ,11209 ,5988 ,9948 ,7133 ,10935 ,7613 ,9863 ,8479 ,9070 ,8997 ,8902 ,11970 ,10947 ,13871 ,11596 ,21621 ,9647 ,37081 ,5922 ,29430 ,4378 ,14983 ,3454 ,12675 ,2594 ,10004 ,828 ,5837 ,11 ,517 ,2 ,3 ,0 ,1 ,0 ,0 
20-Sep,2호선,60,용두(동대문구청),20 ,0 ,915 ,215 ,1394 ,882 ,4136 ,2358 ,6455 ,6164 ,3361 ,3439 ,2919 ,3224 ,3374 ,3315 ,3382 ,2671 ,3299 ,3424 ,3473 ,3763 ,3865 ,3998 ,3845 ,3376 ,4107 ,3818 ,5564 ,6464 ,2218 ,4585 ,1325 ,2218 ,1146 ,2317 ,709 ,1361 ,206 ,877 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,61,지축,5 ,0 ,1033 ,303 ,4678 ,2215 ,13520 ,2339 ,12462 ,2586 ,6091 ,1694 ,3851 ,1597 ,3472 ,2169 ,3234 ,2586 ,3068 ,2504 ,3063 ,2693 ,3529 ,3269 ,3723 ,4372 ,4209 ,5580 ,3124 ,12188 ,1591 ,9310 ,1024 ,5997 ,721 ,4433 ,570 ,4010 ,150 ,1823 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,62,구파발,133 ,2 ,8584 ,1359 ,25830 ,8182 ,70577 ,20796 ,68274 ,25016 ,33672 ,22941 ,21665 ,20406 ,20224 ,17196 ,21515 ,18968 ,20759 ,20393 ,21022 ,20226 ,23811 ,20899 ,26168 ,24564 ,29002 ,32409 ,25860 ,57964 ,15916 ,50450 ,12215 ,27251 ,10849 ,24297 ,8378 ,16255 ,1656 ,13827 ,8 ,1371 ,0 ,12 ,0 ,0 ,0 ,0 
20-Sep,3호선,63,연신내,259 ,19 ,23826 ,1723 ,45329 ,10675 ,117847 ,19208 ,135562 ,29838 ,72826 ,29978 ,47376 ,29080 ,42870 ,29697 ,44438 ,30724 ,43596 ,34692 ,41319 ,36660 ,42028 ,45834 ,44974 ,54270 ,44325 ,70839 ,41566 ,117355 ,29678 ,105493 ,23408 ,57404 ,20124 ,53564 ,14403 ,40168 ,4801 ,24228 ,2 ,1924 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,64,불광,31 ,1 ,8052 ,813 ,16565 ,5166 ,43007 ,9685 ,51289 ,29368 ,27222 ,28813 ,19187 ,21625 ,18231 ,18900 ,18906 ,19494 ,19163 ,20284 ,19773 ,21002 ,20396 ,23524 ,21405 ,26281 ,24320 ,32061 ,27156 ,48488 ,15828 ,40703 ,11347 ,23179 ,10279 ,18960 ,5916 ,14709 ,1688 ,8756 ,4 ,396 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,65,녹번,31 ,2 ,7904 ,682 ,20241 ,5596 ,53989 ,6935 ,61323 ,15900 ,31960 ,7785 ,18570 ,6966 ,15093 ,7892 ,14769 ,9032 ,14391 ,9477 ,12844 ,10770 ,12049 ,13512 ,13282 ,17402 ,14621 ,25615 ,16500 ,48109 ,7488 ,42530 ,5417 ,23523 ,4515 ,20583 ,3446 ,14828 ,829 ,8850 ,0 ,32 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,66,홍제,67 ,0 ,8349 ,1421 ,19334 ,8938 ,50844 ,10003 ,58397 ,21974 ,34123 ,14467 ,22998 ,13232 ,20761 ,13474 ,21241 ,14838 ,20130 ,16171 ,19152 ,17488 ,19199 ,21782 ,21382 ,24552 ,23625 ,31548 ,22626 ,52385 ,12311 ,44110 ,8928 ,24070 ,6813 ,22160 ,4688 ,14783 ,1342 ,9509 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,67,무악재,18 ,1 ,1626 ,371 ,4221 ,1866 ,12611 ,2893 ,13375 ,5004 ,8192 ,2592 ,5067 ,2558 ,4170 ,2886 ,4173 ,2935 ,4154 ,3257 ,3655 ,3691 ,3444 ,4187 ,4124 ,5672 ,4762 ,7232 ,5388 ,12951 ,2457 ,10994 ,1769 ,6218 ,1462 ,5369 ,1080 ,4110 ,369 ,2591 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,68,독립문,87 ,3 ,4653 ,625 ,4941 ,4829 ,13347 ,12351 ,15862 ,18402 ,10965 ,10839 ,9091 ,8843 ,8810 ,7709 ,9083 ,7151 ,9289 ,8802 ,9810 ,8176 ,10909 ,8740 ,12018 ,9388 ,11453 ,11331 ,14109 ,15300 ,6625 ,11965 ,4489 ,6913 ,3437 ,6158 ,2393 ,4491 ,579 ,2762 ,1 ,2075 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,69,경복궁(정부서울청사),69 ,0 ,2262 ,1193 ,4803 ,11907 ,10653 ,35042 ,15212 ,85930 ,14529 ,37371 ,10562 ,20310 ,11619 ,17570 ,12984 ,16867 ,16018 ,19189 ,18953 ,18007 ,22589 ,15764 ,29168 ,16279 ,43604 ,18474 ,75505 ,22076 ,31001 ,15293 ,23026 ,8101 ,22074 ,7255 ,12448 ,5478 ,3446 ,3257 ,3 ,131 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,70,안국,12 ,0 ,1612 ,1373 ,2801 ,18145 ,4885 ,69646 ,6634 ,79881 ,5783 ,41715 ,6502 ,23694 ,8778 ,21188 ,11967 ,19749 ,13589 ,21449 ,17020 ,21379 ,24115 ,17218 ,32253 ,15669 ,69701 ,14057 ,81866 ,13791 ,33529 ,7514 ,23888 ,3924 ,19653 ,3361 ,10291 ,2340 ,2512 ,1707 ,1 ,27 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,71,종로3가,7 ,1 ,460 ,772 ,1089 ,4743 ,1405 ,12871 ,1929 ,38203 ,2855 ,39883 ,4348 ,25508 ,6225 ,17149 ,6928 ,15376 ,8031 ,15326 ,10288 ,14578 ,12301 ,13120 ,15921 ,11747 ,26061 ,10470 ,46242 ,9625 ,25438 ,5429 ,12160 ,2526 ,10761 ,1967 ,6701 ,1283 ,2452 ,1069 ,4 ,128 ,0 ,0 ,0 ,3 ,0 ,0 
20-Sep,3호선,72,을지로3가,7 ,0 ,541 ,809 ,845 ,6988 ,1509 ,28436 ,2241 ,63338 ,3062 ,29808 ,3770 ,13375 ,5247 ,9960 ,6114 ,9001 ,7680 ,9608 ,9581 ,8301 ,11261 ,8184 ,14585 ,7754 ,30838 ,7705 ,54976 ,8732 ,22958 ,4745 ,13740 ,2194 ,11848 ,1481 ,7380 ,936 ,2795 ,743 ,2 ,92 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,73,충무로,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,6 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,74,동대입구,16 ,1 ,1362 ,1183 ,1832 ,7748 ,4351 ,13696 ,5596 ,42297 ,4649 ,19458 ,4086 ,11025 ,4743 ,9176 ,5517 ,8530 ,6223 ,8852 ,8536 ,8073 ,9752 ,6762 ,14517 ,6519 ,28924 ,7291 ,26938 ,8146 ,12642 ,5099 ,8715 ,3214 ,8666 ,3490 ,6301 ,2381 ,1657 ,1432 ,1 ,223 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,75,약수,111 ,7 ,5530 ,981 ,8971 ,5430 ,21538 ,12891 ,31989 ,30142 ,21641 ,17628 ,14255 ,11730 ,13582 ,11072 ,14224 ,11552 ,14865 ,12072 ,14634 ,13099 ,15950 ,14069 ,16927 ,17516 ,20586 ,23072 ,28070 ,34381 ,15091 ,22899 ,12103 ,14538 ,10776 ,13631 ,7016 ,9446 ,2463 ,5665 ,1 ,1398 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,76,금호,54 ,13 ,4373 ,486 ,8701 ,2476 ,21966 ,4294 ,29316 ,7895 ,17832 ,5850 ,11155 ,5542 ,9122 ,5651 ,9351 ,6606 ,9612 ,7011 ,8581 ,8066 ,8457 ,10047 ,8895 ,12221 ,9227 ,17161 ,9837 ,25199 ,6358 ,18844 ,4958 ,12663 ,4161 ,10430 ,2626 ,7602 ,948 ,4105 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,77,옥수,229 ,21 ,2805 ,954 ,7651 ,3830 ,19119 ,7116 ,25178 ,13333 ,16213 ,9250 ,11232 ,6864 ,9632 ,7391 ,10122 ,8634 ,11098 ,9974 ,10549 ,10084 ,11139 ,12289 ,13107 ,13780 ,14217 ,19458 ,15167 ,29305 ,9574 ,22003 ,7587 ,13783 ,6690 ,12081 ,4258 ,8816 ,1809 ,4488 ,47 ,492 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,78,압구정,30 ,1 ,2447 ,2017 ,6826 ,19602 ,12843 ,40687 ,18567 ,119012 ,14623 ,138525 ,17216 ,59353 ,22110 ,42671 ,26330 ,36258 ,28619 ,40500 ,35085 ,37847 ,42821 ,32953 ,52298 ,31856 ,72844 ,38985 ,113221 ,44419 ,84691 ,25805 ,66482 ,11849 ,45054 ,9327 ,27324 ,6097 ,6769 ,3124 ,5 ,1029 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,79,신사,45 ,3 ,2443 ,1316 ,5251 ,16606 ,8950 ,36104 ,14610 ,96081 ,11147 ,115430 ,13295 ,55108 ,17539 ,34631 ,20455 ,34132 ,23868 ,37989 ,29470 ,37277 ,37056 ,35111 ,44874 ,34730 ,68227 ,38818 ,111909 ,49967 ,80364 ,28551 ,53341 ,12728 ,53821 ,9422 ,34677 ,5609 ,10314 ,4101 ,0 ,91 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,80,잠원,4 ,1 ,1209 ,582 ,4572 ,4854 ,10614 ,7223 ,14000 ,9331 ,8949 ,6606 ,5971 ,4319 ,5952 ,4642 ,6427 ,5050 ,6596 ,5737 ,5872 ,5478 ,6369 ,6196 ,7857 ,6715 ,9111 ,9098 ,8856 ,14055 ,6175 ,10190 ,4035 ,5964 ,3897 ,5097 ,2643 ,4175 ,675 ,2618 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,81,고속터미널,65 ,0 ,4000 ,2742 ,5592 ,23948 ,19336 ,37044 ,30022 ,60171 ,31005 ,76743 ,28950 ,63311 ,36602 ,61794 ,44485 ,59437 ,49809 ,62355 ,53828 ,63292 ,61967 ,67124 ,70497 ,64592 ,87293 ,70899 ,98595 ,83659 ,78768 ,53598 ,94116 ,29542 ,53020 ,21872 ,32466 ,12520 ,9945 ,8010 ,5 ,301 ,2 ,1 ,0 ,1 ,0 ,0 
20-Sep,3호선,82,교대(법원.검찰청),22 ,0 ,926 ,503 ,2653 ,5827 ,5956 ,14196 ,8896 ,42641 ,7592 ,29716 ,8446 ,12802 ,10625 ,8272 ,11506 ,7432 ,13555 ,8210 ,16152 ,7913 ,18461 ,7434 ,21257 ,7335 ,35423 ,9117 ,56594 ,11568 ,22761 ,6541 ,16560 ,3368 ,16946 ,2622 ,10302 ,1988 ,3149 ,1392 ,1 ,10 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,83,남부터미널(예술의전당),35 ,0 ,2430 ,965 ,7209 ,22006 ,20898 ,49964 ,30057 ,134699 ,24401 ,70892 ,21085 ,36729 ,23436 ,27280 ,25079 ,27865 ,28377 ,29414 ,30109 ,30562 ,35308 ,30554 ,41199 ,31523 ,72878 ,34703 ,115732 ,42700 ,53018 ,29345 ,34162 ,16804 ,28444 ,13607 ,17842 ,8575 ,5165 ,5260 ,0 ,40 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,84,양재(서초구청),100 ,0 ,4828 ,2279 ,11887 ,34460 ,27126 ,92444 ,35034 ,205762 ,24197 ,106641 ,21063 ,42575 ,24092 ,31889 ,27037 ,29331 ,30651 ,34039 ,33538 ,29950 ,41641 ,30141 ,50368 ,31745 ,98512 ,40544 ,169433 ,54632 ,81614 ,38005 ,49889 ,23027 ,43536 ,19888 ,25259 ,13809 ,6035 ,8277 ,1 ,811 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,85,매봉,9 ,1 ,1218 ,653 ,4917 ,8201 ,11679 ,19331 ,13765 ,57776 ,9909 ,32685 ,7797 ,10746 ,7483 ,8388 ,8238 ,8292 ,9894 ,8499 ,10889 ,7777 ,12601 ,8283 ,15288 ,8719 ,28188 ,11778 ,54659 ,16157 ,20919 ,11671 ,12022 ,6482 ,12712 ,5787 ,6902 ,4257 ,1692 ,2510 ,3 ,283 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,86,도곡,12 ,0 ,818 ,321 ,2867 ,4044 ,6748 ,11760 ,8536 ,17802 ,5299 ,13588 ,3759 ,5900 ,4135 ,4585 ,4812 ,4861 ,5206 ,5183 ,5570 ,4552 ,7133 ,4403 ,9027 ,4717 ,13542 ,6074 ,15210 ,8015 ,7866 ,6798 ,5110 ,3720 ,4419 ,3299 ,2872 ,2477 ,763 ,1453 ,6 ,893 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,87,대치,13 ,0 ,2069 ,721 ,9273 ,6995 ,19497 ,10369 ,17758 ,19852 ,10657 ,13656 ,8157 ,9694 ,8273 ,8738 ,9782 ,10651 ,10896 ,12995 ,10895 ,12434 ,13508 ,12793 ,13928 ,13849 ,18907 ,17430 ,21225 ,22108 ,13598 ,17940 ,9664 ,9283 ,9220 ,8194 ,14509 ,6289 ,1810 ,3799 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,88,학여울,1 ,0 ,355 ,209 ,1272 ,1748 ,2919 ,2778 ,3387 ,5461 ,2069 ,2951 ,1612 ,1660 ,1361 ,1281 ,1509 ,1512 ,1730 ,1500 ,1742 ,1669 ,2202 ,1802 ,2616 ,1878 ,3468 ,2426 ,4790 ,3512 ,2431 ,2692 ,1522 ,1625 ,1263 ,1293 ,813 ,1125 ,180 ,747 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 
20-Sep,3호선,89,대청,55 ,1 ,3069 ,1048 ,8916 ,6743 ,21571 ,11363 ,24630 ,19605 ,13177 ,10266 ,9367 ,6001 ,8655 ,6154 ,9103 ,6759 ,9801 ,7220 ,10404 ,7456 ,13245 ,9831 ,13446 ,10402 ,17420 ,13782 ,20126 ,21531 ,9387 ,17625 ,6042 ,10817 ,5061 ,9704 ,3255 ,8286 ,918 ,4679 ,1 ,92 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,90,일원,1 ,0 ,1742 ,1409 ,6648 ,7378 ,17345 ,23942 ,17015 ,20490 ,11231 ,14067 ,10789 ,12170 ,11212 ,8478 ,10960 ,9596 ,10364 ,10824 ,11327 ,8936 ,14713 ,8888 ,17674 ,7444 ,25713 ,10203 ,13342 ,15040 ,7215 ,12918 ,4651 ,7759 ,3123 ,7174 ,2658 ,6231 ,791 ,2886 ,1 ,61 ,0 ,0 ,1 ,1 ,0 ,0 
20-Sep,3호선,91,수서,187 ,2 ,4023 ,1609 ,10312 ,11661 ,27242 ,25119 ,33593 ,41862 ,21761 ,23992 ,17625 ,16177 ,14822 ,13005 ,17922 ,15675 ,18301 ,15768 ,16320 ,16331 ,21241 ,19227 ,24153 ,19932 ,29840 ,26243 ,39390 ,38723 ,19253 ,29128 ,17076 ,18634 ,11133 ,14258 ,9197 ,11373 ,2424 ,5298 ,2 ,573 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,92,가락시장,6 ,0 ,2212 ,693 ,5635 ,5265 ,16622 ,10388 ,18079 ,25459 ,12116 ,14332 ,10518 ,10069 ,10679 ,9502 ,10927 ,9694 ,10988 ,9853 ,11522 ,10536 ,12250 ,11881 ,13400 ,12184 ,16365 ,14170 ,24669 ,19357 ,10567 ,14380 ,7751 ,9238 ,6565 ,7143 ,4199 ,5547 ,1097 ,3072 ,1 ,827 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,93,경찰병원,10 ,0 ,2401 ,132 ,6045 ,2652 ,17595 ,7901 ,20913 ,25810 ,12103 ,12244 ,8709 ,7438 ,7371 ,5474 ,7843 ,6735 ,8261 ,7328 ,7672 ,6772 ,8096 ,6849 ,8040 ,7456 ,12775 ,10443 ,17647 ,16905 ,5756 ,14202 ,4404 ,8585 ,4555 ,6541 ,2246 ,5183 ,487 ,2820 ,1 ,655 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,3호선,94,오금,2 ,0 ,3040 ,5 ,6127 ,1933 ,21144 ,4932 ,23947 ,11651 ,11810 ,4911 ,6554 ,3607 ,5486 ,3421 ,6082 ,4165 ,6159 ,4565 ,5409 ,4608 ,5081 ,6243 ,6222 ,6912 ,8187 ,10626 ,9901 ,17141 ,4320 ,12790 ,2954 ,8605 ,2574 ,7049 ,1808 ,6296 ,348 ,3284 ,1 ,907 ,1 ,1 ,0 ,0 ,0 ,0 
20-Sep,4호선,100,수유(강북구청),76 ,0 ,19067 ,3192 ,40026 ,10586 ,96556 ,17669 ,110340 ,48774 ,64352 ,32459 ,41775 ,24773 ,36748 ,24891 ,37319 ,27772 ,37979 ,30743 ,36548 ,34569 ,36710 ,41065 ,38247 ,49432 ,43608 ,64240 ,51890 ,105512 ,30446 ,93378 ,23338 ,54784 ,21021 ,50209 ,14447 ,35841 ,6174 ,22537 ,1 ,36 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,4호선,101,미아(서울사이버대학),37 ,2 ,10091 ,1468 ,18305 ,4972 ,43395 ,12678 ,48178 ,26094 ,28398 ,14804 ,19279 ,12583 ,17213 ,12636 ,17539 ,12997 ,17167 ,14528 ,18589 ,15924 ,18742 ,20169 ,18335 ,22256 ,19461 ,27753 ,22406 ,43021 ,13681 ,35475 ,9231 ,20783 ,7384 ,19344 ,4887 ,13790 ,1849 ,8630 ,0 ,21 ,1 ,1 ,0 ,0 ,0 ,0 
